Ensembl ID,Gene symbol,Gene type,OS1,OS2,OS3,OS4,LS1,LS2,LS3,LS4
ENSG00000014216.15,CAPN1,protein_coding,6946,11382,6663,6978,9212,5901,8279,9096
ENSG00000014257.15,ACPP,protein_coding,4,1,4,3,2,6,6,5
ENSG00000014641.17,MDH1,protein_coding,1385,1526,1291,1352,1447,1267,1369,1772
ENSG00000014824.13,SLC30A9,protein_coding,1601,1842,1470,1515,837,993,936,1028
ENSG00000014914.19,MTMR11,protein_coding,157,239,162,175,619,377,512,667
ENSG00000014919.12,COX15,protein_coding,759,987,708,725,675,428,629,684
ENSG00000015133.18,CCDC88C,protein_coding,2621,4119,2497,2649,1229,948,1201,1163
ENSG00000015153.14,YAF2,protein_coding,414,515,465,410,363,356,377,451
ENSG00000015171.18,ZMYND11,protein_coding,2186,2925,1565,1739,1688,1468,1505,2033
ENSG00000015285.10,WAS,protein_coding,2,33,4,11,41,31,46,18
ENSG00000015413.9,DPEP1,protein_coding,12,6,6,15,17,13,2,24
ENSG00000015475.18,BID,protein_coding,1948,2512,1791,1837,1912,1555,1789,2245
ENSG00000015479.17,MATR3,protein_coding,98,164,85,99,146,86,206,246
ENSG00000015520.14,NPC1L1,protein_coding,0,13,0,15,25,5,18,35
ENSG00000015532.9,XYLT2,protein_coding,658,1056,653,666,740,751,989,988
ENSG00000015568.12,RGPD5,protein_coding,903,1179,692,873,1123,780,1441,1401
ENSG00000015676.17,NUDCD3,protein_coding,1359,2037,1374,1342,967,871,1195,1337
ENSG00000016082.14,ISL1,protein_coding,9,10,14,10,16,10,25,12
ENSG00000016391.10,CHDH,protein_coding,4,20,4,6,7,2,11,9
ENSG00000016490.15,CLCA1,protein_coding,9,8,10,2,10,5,7,8
ENSG00000016602.9,CLCA4,protein_coding,53,60,42,47,39,48,45,61
ENSG00000016864.16,GLT8D1,protein_coding,1780,2557,1901,1867,1593,1514,2071,2415
ENSG00000017260.19,ATP2C1,protein_coding,4103,5427,3837,4459,7949,4272,6733,8011
ENSG00000017483.14,SLC38A5,protein_coding,519,750,578,648,380,294,486,659
ENSG00000017797.11,RALBP1,protein_coding,2284,3119,2319,2407,2859,2031,2516,2826
ENSG00000018189.12,RUFY3,protein_coding,404,464,292,464,712,349,523,602
ENSG00000018236.14,CNTN1,protein_coding,0,1,4,2,1,3,3,3
ENSG00000018280.16,SLC11A1,protein_coding,6,8,10,6,16,7,17,14
ENSG00000018408.14,WWTR1,protein_coding,15528,21695,14144,16133,13253,8830,14111,14590
ENSG00000018510.12,AGPS,protein_coding,1971,2020,1713,1884,1539,1305,1562,1760
ENSG00000018610.13,CXorf56,protein_coding,496,633,443,519,271,263,370,408
ENSG00000018625.14,ATP1A2,protein_coding,7,12,5,7,6,11,8,10
ENSG00000018699.11,TTC27,protein_coding,354,480,362,360,292,287,254,348
ENSG00000018869.16,ZNF582,protein_coding,65,109,30,94,89,65,88,89
ENSG00000019102.11,VSIG2,protein_coding,229,237,171,253,445,238,516,582
ENSG00000019144.16,PHLDB1,protein_coding,1847,2910,1307,1817,4177,2634,4346,4598
ENSG00000019186.9,CYP24A1,protein_coding,4,0,0,0,4,0,2,6
ENSG00000019485.12,PRDM11,protein_coding,168,250,222,215,122,115,174,169
ENSG00000019505.7,SYT13,protein_coding,2,17,4,2,19,9,7,2
ENSG00000019549.8,SNAI2,protein_coding,41,33,15,27,125,140,154,133
ENSG00000019582.14,CD74,protein_coding,27,40,20,13,14,22,21,18
ENSG00000019991.15,HGF,protein_coding,411,631,530,536,516,101,217,398
ENSG00000019995.6,ZRANB1,protein_coding,293,695,343,401,447,239,289,443
ENSG00000020129.15,NCDN,protein_coding,982,1232,817,841,777,578,788,959
ENSG00000020181.17,ADGRA2,protein_coding,680,1363,484,553,401,439,691,691
ENSG00000020256.19,ZFP64,protein_coding,506,817,487,509,592,413,483,605
ENSG00000020426.10,MNAT1,protein_coding,417,448,309,380,291,271,282,319
ENSG00000020577.13,SAMD4A,protein_coding,3244,4002,2886,3148,4681,3520,4973,5853
ENSG00000020633.18,RUNX3,protein_coding,20,24,24,22,23,28,39,23
ENSG00000020922.12,MRE11A,protein_coding,485,680,534,709,339,341,390,460
ENSG00000021300.13,PLEKHB1,protein_coding,13,12,8,32,9,25,0,19
ENSG00000021355.12,SERPINB1,protein_coding,1473,2310,1494,1566,1834,1589,1741,2273
ENSG00000021461.16,CYP3A43,protein_coding,4,2,3,2,6,1,6,13
ENSG00000021488.12,SLC7A9,protein_coding,1,0,5,10,12,13,10,5
ENSG00000021574.11,SPAST,protein_coding,530,582,430,561,494,366,532,577
ENSG00000021645.17,NRXN3,protein_coding,29,37,47,60,35,50,66,76
ENSG00000021762.19,OSBPL5,protein_coding,488,783,381,489,475,466,506,762
ENSG00000021776.10,AQR,protein_coding,1590,2595,1471,1732,1453,1042,1426,1745
ENSG00000021826.14,CPS1,protein_coding,113,240,145,154,110,105,109,97
ENSG00000021852.12,C8B,protein_coding,4,0,3,3,1,5,6,2
ENSG00000022267.16,FHL1,protein_coding,872,1074,737,803,1370,655,1059,1249
ENSG00000022277.12,RTFDC1,protein_coding,1629,2296,1902,1745,1789,1331,1528,1620
ENSG00000022355.14,GABRA1,protein_coding,4,2,3,7,6,9,6,7
ENSG00000022556.15,NLRP2,protein_coding,454,579,589,504,444,363,458,579
ENSG00000022567.9,SLC45A4,protein_coding,144,150,102,83,97,43,67,69
ENSG00000022840.15,RNF10,protein_coding,8921,13223,8825,9380,11944,8323,10511,12729
ENSG00000022976.15,ZNF839,protein_coding,85,139,80,140,41,44,69,95
ENSG00000023041.11,ZDHHC6,protein_coding,1525,2539,1433,1911,2722,2064,2868,3037
ENSG00000023171.14,GRAMD1B,protein_coding,20,14,15,15,26,13,18,28
ENSG00000023191.16,RNH1,protein_coding,4569,6330,4714,4606,4104,3739,4104,4933
ENSG00000023228.13,NDUFS1,protein_coding,2263,2941,2073,2174,2200,1649,2234,2549
ENSG00000023287.12,RB1CC1,protein_coding,2269,2965,1855,2359,2735,1877,2003,2506
ENSG00000023318.7,ERP44,protein_coding,1970,2282,1508,1900,3115,2319,3204,3170
ENSG00000023330.14,ALAS1,protein_coding,3725,5811,3296,3807,6536,4008,5494,6198
ENSG00000023445.13,BIRC3,protein_coding,290,139,90,171,45,72,34,78
ENSG00000023516.8,AKAP11,protein_coding,2991,4522,2745,3176,2912,1987,2581,2844
ENSG00000023572.8,GLRX2,protein_coding,821,753,814,838,1162,890,894,1109
ENSG00000023608.4,SNAPC1,protein_coding,513,702,347,487,359,419,606,673
ENSG00000023697.12,DERA,protein_coding,420,521,472,381,158,206,177,153
ENSG00000023734.10,STRAP,protein_coding,8101,9893,7829,8706,6687,6027,6337,7718
ENSG00000023839.10,ABCC2,protein_coding,33,56,29,22,107,23,128,122
ENSG00000023892.10,DEF6,protein_coding,0,5,4,9,7,3,3,1
ENSG00000023902.13,PLEKHO1,protein_coding,2656,2863,1951,2436,3088,2604,2932,3484
ENSG00000023909.9,GCLM,protein_coding,3661,5083,3482,3998,6506,4847,5750,6500
ENSG00000024048.10,UBR2,protein_coding,1184,1712,1153,1369,1708,1094,1644,1868
ENSG00000024422.11,EHD2,protein_coding,9426,16470,9569,9862,18863,11447,15062,18296
ENSG00000024526.16,DEPDC1,protein_coding,332,318,302,280,104,140,215,167
ENSG00000024862.16,CCDC28A,protein_coding,65,64,64,87,71,36,55,55
ENSG00000025039.14,RRAGD,protein_coding,14,14,9,7,19,11,14,16
ENSG00000025156.12,HSF2,protein_coding,317,340,290,362,290,213,272,244
ENSG00000025293.15,PHF20,protein_coding,1372,1876,1226,1500,1428,1061,1293,1486
ENSG00000025423.11,HSD17B6,protein_coding,4,0,2,5,14,10,13,6
ENSG00000025434.18,NR1H3,protein_coding,64,91,54,69,87,44,72,55
ENSG00000025708.12,TYMP,protein_coding,160,192,111,129,185,121,176,190
ENSG00000025770.18,NCAPH2,protein_coding,151,346,221,227,126,96,163,147
ENSG00000025772.7,TOMM34,protein_coding,1492,1772,1328,1453,945,742,853,1004
ENSG00000025796.13,SEC63,protein_coding,3144,4165,3258,3160,3639,2462,3806,4238
ENSG00000025800.13,KPNA6,protein_coding,2092,3003,1790,2102,2207,1479,2100,2507
ENSG00000026025.13,VIM,protein_coding,390902,495897,407595,425144,293553,311175,295677,329031
ENSG00000026036.20,RTEL1-TNFRSF6B,protein_coding,10,34,16,20,20,5,36,34
ENSG00000026103.19,FAS,protein_coding,360,258,253,266,584,328,394,647
ENSG00000026297.15,RNASET2,protein_coding,134,193,166,113,163,125,153,145
ENSG00000026508.16,CD44,protein_coding,23959,34277,22943,24646,25581,29372,32191,32029
ENSG00000026559.13,KCNG1,protein_coding,211,371,202,294,937,656,706,897
ENSG00000026652.13,AGPAT4,protein_coding,599,869,520,616,1390,814,1401,1669
ENSG00000026751.16,SLAMF7,protein_coding,7,7,4,5,3,9,8,10
ENSG00000026950.16,BTN3A1,protein_coding,118,147,137,155,270,193,230,248
ENSG00000027001.9,MIPEP,protein_coding,303,370,216,340,188,118,293,221
ENSG00000027075.13,PRKCH,protein_coding,6236,8902,6634,6567,9143,6647,8930,10000
ENSG00000027644.4,INSRR,protein_coding,6,14,5,5,8,9,7,7
ENSG00000027697.12,IFNGR1,protein_coding,2361,3221,2072,2327,2987,1752,2854,3371
ENSG00000027847.13,B4GALT7,protein_coding,423,633,388,439,303,348,366,404
ENSG00000027869.11,SH2D2A,protein_coding,13,36,16,10,31,25,12,81
ENSG00000028116.16,VRK2,protein_coding,1533,1997,1649,1801,1122,991,1121,1375
ENSG00000028137.16,TNFRSF1B,protein_coding,455,871,506,577,692,521,533,838
ENSG00000028203.17,VEZT,protein_coding,2345,3213,2324,2557,1976,1857,2667,2581
ENSG00000028277.20,POU2F2,protein_coding,464,500,395,425,231,156,215,328
ENSG00000028310.17,BRD9,protein_coding,1001,1450,967,1075,1096,836,952,1479
ENSG00000028528.14,SNX1,protein_coding,2094,2902,1889,2048,2441,1651,2332,2781
ENSG00000028839.9,TBPL1,protein_coding,953,1201,854,773,1167,947,1024,1221
ENSG00000029153.14,ARNTL2,protein_coding,1028,1263,954,1139,944,1047,955,1133
ENSG00000029363.15,BCLAF1,protein_coding,3518,4818,3522,3888,3735,2561,3728,4023
ENSG00000029364.11,SLC39A9,protein_coding,1805,2760,1647,1864,1604,1442,1871,1949
ENSG00000029534.19,ANK1,protein_coding,35,42,12,27,110,47,88,77
ENSG00000029559.6,IBSP,protein_coding,0,0,6,0,5,1,6,0
ENSG00000029639.10,TFB1M,protein_coding,85,186,145,168,81,112,179,194
ENSG00000029725.16,RABEP1,protein_coding,2595,3311,2524,2686,3056,2023,2794,3079
ENSG00000029993.14,HMGB3,protein_coding,1026,1183,889,760,234,349,298,428
ENSG00000030066.13,NUP160,protein_coding,1079,1343,1010,1213,1071,815,953,1251
ENSG00000030110.12,BAK1,protein_coding,777,1026,686,649,1033,1143,1009,1355
ENSG00000030419.16,IKZF2,protein_coding,15,39,20,14,29,15,15,23
ENSG00000030582.16,GRN,protein_coding,14561,21476,12767,13996,18388,13598,20654,20838
ENSG00000031003.10,FAM13B,protein_coding,919,1331,997,1101,810,586,822,982
ENSG00000031081.10,ARHGAP31,protein_coding,4934,8792,4726,5861,13517,6255,9452,11260
ENSG00000031691.6,CENPQ,protein_coding,150,147,119,150,125,72,72,103
ENSG00000031698.12,SARS,protein_coding,4676,6593,4530,4953,4287,3665,4144,5259
ENSG00000031823.14,RANBP3,protein_coding,943,1239,785,870,1160,724,1012,1023
ENSG00000032219.18,ARID4A,protein_coding,1010,1374,990,1032,1073,837,1007,1252
ENSG00000032389.12,TSSC1,protein_coding,797,1156,803,807,862,703,879,967
ENSG00000032444.15,PNPLA6,protein_coding,1683,2842,1632,1857,4610,2136,4135,4808
ENSG00000032742.17,IFT88,protein_coding,521,554,427,591,309,266,340,483
ENSG00000033011.11,ALG1,protein_coding,83,185,69,83,59,32,88,147
ENSG00000033030.13,ZCCHC8,protein_coding,390,556,401,455,672,428,850,962
ENSG00000033050.7,ABCF2,protein_coding,2520,3751,2604,2606,2371,1943,2529,2840
ENSG00000033100.14,CHPF2,protein_coding,1775,2968,1423,1734,3185,1994,2898,3389
ENSG00000033122.18,LRRC7,protein_coding,84,73,72,86,94,86,123,122
ENSG00000033170.16,FUT8,protein_coding,842,1305,738,886,1607,903,1607,1685
ENSG00000033178.12,UBA6,protein_coding,3473,4246,2945,3626,3350,2699,3494,4056
ENSG00000033327.12,GAB2,protein_coding,1810,2609,1641,1824,1736,1089,1716,1576
ENSG00000033627.14,ATP6V0A1,protein_coding,2450,3017,2047,2269,2438,2651,2445,3388
ENSG00000033800.13,PIAS1,protein_coding,735,1086,745,713,1034,718,975,1095
ENSG00000033867.16,SLC4A7,protein_coding,3804,4371,2775,3477,1894,1723,2568,2702
ENSG00000034053.14,APBA2,protein_coding,296,413,179,233,133,125,112,197
ENSG00000034152.18,MAP2K3,protein_coding,1580,2062,1442,1615,1699,1044,1628,2020
ENSG00000034510.5,TMSB10,protein_coding,84628,94827,85244,82253,89400,77642,85104,107910
ENSG00000034533.11,ASTE1,protein_coding,135,119,114,87,156,102,121,186
ENSG00000034677.11,RNF19A,protein_coding,4988,5290,3929,4641,1601,1137,1772,1888
ENSG00000034693.14,PEX3,protein_coding,349,507,332,424,227,213,270,264
ENSG00000034713.7,GABARAPL2,protein_coding,5061,5840,5075,5370,5159,3973,4908,5689
ENSG00000035115.21,SH3YL1,protein_coding,343,528,320,406,691,363,773,763
ENSG00000035141.7,FAM136A,protein_coding,1416,1790,1486,1423,846,800,837,967
ENSG00000035403.16,VCL,protein_coding,7515,12121,8306,9219,14020,9439,14224,15493
ENSG00000035499.12,DEPDC1B,protein_coding,182,190,157,161,23,66,72,68
ENSG00000035664.11,DAPK2,protein_coding,103,128,109,125,6,22,20,32
ENSG00000035681.7,NSMAF,protein_coding,842,1430,935,888,591,630,819,1022
ENSG00000035687.9,ADSS,protein_coding,3507,3728,2643,3186,2406,2004,2608,2623
ENSG00000035720.7,STAP1,protein_coding,3,4,5,11,17,9,9,18
ENSG00000035862.12,TIMP2,protein_coding,8039,11997,7604,8467,12531,8937,10887,13112
ENSG00000035928.14,RFC1,protein_coding,1686,2380,1682,1827,1522,1064,2140,2146
ENSG00000036054.12,TBC1D23,protein_coding,2221,2637,2174,2312,2197,1936,2465,2660
ENSG00000036257.12,CUL3,protein_coding,3082,4738,2913,3364,3744,2632,3213,3659
ENSG00000036448.9,MYOM2,protein_coding,1,15,2,3,20,10,10,14
ENSG00000036530.8,CYP46A1,protein_coding,3,25,14,14,5,9,12,39
ENSG00000036549.12,ZZZ3,protein_coding,2347,3182,2261,2247,2185,1501,2255,2326
ENSG00000036672.15,USP2,protein_coding,10,27,8,18,6,7,13,17
ENSG00000036828.13,CASR,protein_coding,9,12,8,14,11,9,11,28
ENSG00000037042.8,TUBG2,protein_coding,381,803,399,496,692,472,643,696
ENSG00000037241.7,RPL26L1,protein_coding,432,540,409,459,468,449,485,419
ENSG00000037280.15,FLT4,protein_coding,988,1580,812,1053,518,324,512,624
ENSG00000037474.14,NSUN2,protein_coding,1320,1711,1185,1352,1159,839,1165,1195
ENSG00000037637.10,FBXO42,protein_coding,581,772,575,657,742,549,777,827
ENSG00000037749.11,MFAP3,protein_coding,650,793,577,628,1056,571,1063,869
ENSG00000037757.13,MRI1,protein_coding,488,776,476,589,742,513,695,808
ENSG00000037897.16,METTL1,protein_coding,370,483,377,342,353,265,279,356
ENSG00000037965.5,HOXC8,protein_coding,12,11,14,15,9,13,16,16
ENSG00000038002.8,AGA,protein_coding,668,699,698,590,259,400,446,482
ENSG00000038210.12,PI4K2B,protein_coding,393,384,356,465,208,262,210,336
ENSG00000038219.12,BOD1L1,protein_coding,2759,4618,2500,2923,3178,2359,3278,3343
ENSG00000038274.16,MAT2B,protein_coding,1800,2149,1753,2053,1801,1108,1502,1601
ENSG00000038295.7,TLL1,protein_coding,32,94,33,72,97,15,499,455
ENSG00000038358.14,EDC4,protein_coding,518,1160,571,806,797,391,742,825
ENSG00000038382.17,TRIO,protein_coding,7255,10507,6357,7248,8557,6736,10299,10310
ENSG00000038427.15,VCAN,protein_coding,49,116,24,46,127,238,365,310
ENSG00000038532.14,CLEC16A,protein_coding,652,1131,578,757,785,481,826,910
ENSG00000038945.14,MSR1,protein_coding,114,178,113,124,37,28,50,82
ENSG00000039068.18,CDH1,protein_coding,11,21,24,17,17,13,8,28
ENSG00000039123.15,SKIV2L2,protein_coding,1682,2111,1550,1923,1402,1197,1450,1675
ENSG00000039139.9,DNAH5,protein_coding,112,165,79,156,66,40,92,44
ENSG00000039319.16,ZFYVE16,protein_coding,1257,1955,1204,1443,1841,1278,2059,1874
ENSG00000039523.17,FAM65A,protein_coding,7100,14193,6552,7073,18543,11449,16558,19246
ENSG00000039537.13,C6,protein_coding,2,2,4,1,12,2,12,0
ENSG00000039560.13,RAI14,protein_coding,14648,19410,11107,13770,7902,7278,8695,9662
ENSG00000039600.10,SOX30,protein_coding,20,40,25,14,82,62,102,128
ENSG00000039650.9,PNKP,protein_coding,255,306,221,297,252,196,324,434
ENSG00000040199.18,PHLPP2,protein_coding,519,798,460,518,562,415,532,688
ENSG00000040275.16,SPDL1,protein_coding,562,549,492,562,214,285,364,339
ENSG00000040341.17,STAU2,protein_coding,1052,1204,939,1077,1263,771,1203,1377
ENSG00000040487.12,PQLC2,protein_coding,181,301,173,176,227,128,165,282
ENSG00000040531.14,CTNS,protein_coding,559,949,600,687,573,436,712,777
ENSG00000040608.13,RTN4R,protein_coding,7,6,0,5,2,10,2,5
ENSG00000040633.12,PHF23,protein_coding,818,937,586,796,960,602,954,1099
ENSG00000040731.10,CDH10,protein_coding,13,20,15,10,10,25,15,20
ENSG00000040933.15,INPP4A,protein_coding,758,1256,747,773,909,748,860,866
ENSG00000041353.9,RAB27B,protein_coding,3,3,0,2,4,11,1,4
ENSG00000041357.15,PSMA4,protein_coding,4654,5532,5018,4808,4771,4095,4419,5274
ENSG00000041515.15,MYO16,protein_coding,1,8,4,9,1,6,3,1
ENSG00000041802.10,LSG1,protein_coding,2130,2869,2100,2199,2582,1463,2154,2473
ENSG00000041880.14,PARP3,protein_coding,76,178,111,109,91,74,137,143
ENSG00000041982.14,TNC,protein_coding,6,5,7,6,4,11,12,19
ENSG00000041988.15,THAP3,protein_coding,140,216,108,155,225,161,261,303
ENSG00000042062.11,FAM65C,protein_coding,18,29,7,10,33,17,77,54
ENSG00000042088.13,TDP1,protein_coding,486,732,596,543,297,238,368,488
ENSG00000042286.14,AIFM2,protein_coding,158,253,168,176,165,129,144,174
ENSG00000042317.16,SPATA7,protein_coding,200,191,130,172,114,147,141,178
ENSG00000042429.10,MED17,protein_coding,805,1069,687,922,1208,639,1100,1116
ENSG00000042445.13,RETSAT,protein_coding,661,648,448,590,550,385,615,703
ENSG00000042493.15,CAPG,protein_coding,679,1137,723,749,552,683,662,726
ENSG00000042753.11,AP2S1,protein_coding,5854,7257,6415,5897,4987,4029,4861,5991
ENSG00000042781.12,USH2A,protein_coding,53,38,53,64,82,35,44,68
ENSG00000042813.7,ZPBP,protein_coding,3,0,2,0,4,0,4,6
ENSG00000042832.11,TG,protein_coding,13,4,6,11,39,32,49,28
ENSG00000042980.12,ADAM28,protein_coding,8,5,10,3,7,10,2,17
ENSG00000043039.6,BARX2,protein_coding,4,3,1,5,2,6,4,9
ENSG00000043093.13,DCUN1D1,protein_coding,1417,1820,1237,1602,1657,1093,1495,1728
ENSG00000043143.20,JADE2,protein_coding,731,1418,894,817,1501,996,1263,1526
ENSG00000043355.10,ZIC2,protein_coding,3,1,1,3,0,3,7,2
ENSG00000043462.11,LCP2,protein_coding,11,16,8,7,4,0,5,4
ENSG00000043514.15,TRIT1,protein_coding,275,514,318,384,236,205,441,376
ENSG00000043591.5,ADRB1,protein_coding,22,40,23,28,57,56,70,68
ENSG00000044090.8,CUL7,protein_coding,694,1050,479,671,766,364,707,753
ENSG00000044115.20,CTNNA1,protein_coding,16337,22093,15599,16729,20921,15314,19334,22368
ENSG00000044446.11,PHKA2,protein_coding,166,383,212,135,150,93,156,192
ENSG00000044459.14,CNTLN,protein_coding,432,494,322,417,370,339,310,332
ENSG00000044574.7,HSPA5,protein_coding,14115,16982,12929,13408,47845,28982,45041,50681
ENSG00000046604.12,DSG2,protein_coding,1,1,3,3,0,4,4,3
ENSG00000046647.13,GEMIN8,protein_coding,361,571,377,392,215,214,272,301
ENSG00000046651.14,OFD1,protein_coding,258,393,296,341,338,152,287,408
ENSG00000046653.14,GPM6B,protein_coding,3,20,10,32,32,12,17,48
ENSG00000046889.18,PREX2,protein_coding,3526,4925,3375,3786,1484,1155,1834,1968
ENSG00000047056.14,WDR37,protein_coding,954,1364,839,914,970,668,1001,1190
ENSG00000047188.15,YTHDC2,protein_coding,1000,1335,792,938,998,715,1071,1159
ENSG00000047230.14,CTPS2,protein_coding,321,444,359,408,151,184,152,206
ENSG00000047249.16,ATP6V1H,protein_coding,1271,1496,1326,1498,1450,1118,1447,1782
ENSG00000047315.14,POLR2B,protein_coding,3540,4868,3547,3599,2994,2430,3224,3460
ENSG00000047346.12,FAM214A,protein_coding,1166,1709,1247,1267,631,606,777,925
ENSG00000047365.11,ARAP2,protein_coding,4,23,5,9,5,11,4,8
ENSG00000047410.13,TPR,protein_coding,4473,6648,4504,4767,4135,3562,4536,4695
ENSG00000047457.13,CP,protein_coding,29,20,22,26,46,31,35,41
ENSG00000047578.12,KIAA0556,protein_coding,602,1088,526,679,752,509,796,958
ENSG00000047579.19,DTNBP1,protein_coding,625,803,595,696,430,419,484,473
ENSG00000047617.14,ANO2,protein_coding,163,134,47,120,73,51,96,86
ENSG00000047621.11,C12orf4,protein_coding,428,503,367,395,579,350,491,682
ENSG00000047634.14,SCML1,protein_coding,629,764,492,664,1138,537,1007,949
ENSG00000047644.17,WWC3,protein_coding,1582,2201,1256,1476,2250,1558,1784,2120
ENSG00000047648.21,ARHGAP6,protein_coding,84,159,137,95,122,153,165,218
ENSG00000047662.4,FAM184B,protein_coding,4,5,5,11,8,7,20,6
ENSG00000047849.21,MAP4,protein_coding,12778,18931,11621,13080,14090,10789,12983,14506
ENSG00000047932.13,GOPC,protein_coding,952,1165,837,935,1348,907,1180,1305
ENSG00000048028.11,USP28,protein_coding,489,749,401,621,502,307,301,419
ENSG00000048052.21,HDAC9,protein_coding,732,553,523,647,178,330,236,339
ENSG00000048140.17,TSPAN17,protein_coding,1184,1834,1170,1302,560,739,954,1007
ENSG00000048162.19,NOP16,protein_coding,545,634,497,584,464,480,502,531
ENSG00000048342.15,CC2D2A,protein_coding,467,664,457,487,165,169,197,182
ENSG00000048392.11,RRM2B,protein_coding,2309,2935,2013,2436,3291,2283,3256,3371
ENSG00000048405.9,ZNF800,protein_coding,892,1186,820,976,1683,989,1494,1759
ENSG00000048462.10,TNFRSF17,protein_coding,0,1,0,4,4,4,1,0
ENSG00000048471.13,SNX29,protein_coding,330,583,233,279,403,296,374,374
ENSG00000048540.14,LMO3,protein_coding,13,25,8,17,21,11,21,17
ENSG00000048544.5,MRPS10,protein_coding,1024,1151,1019,1054,918,738,826,983
ENSG00000048545.13,GUCA1A,protein_coding,8,0,0,0,0,4,4,1
ENSG00000048649.13,RSF1,protein_coding,2163,3209,1957,2265,2035,1548,1927,2012
ENSG00000048707.13,VPS13D,protein_coding,1263,2351,1224,1429,1586,1134,1644,1771
ENSG00000048740.17,CELF2,protein_coding,1917,2456,1640,1752,553,699,904,1006
ENSG00000048828.16,FAM120A,protein_coding,4405,5823,4031,4277,6136,4345,5796,6007
ENSG00000048991.16,R3HDM1,protein_coding,2432,3386,2299,2409,2114,1727,1939,1950
ENSG00000049089.13,COL9A2,protein_coding,34,27,30,32,35,24,33,35
ENSG00000049130.13,KITLG,protein_coding,3686,2889,2261,3071,12629,7044,10383,12767
ENSG00000049167.13,ERCC8,protein_coding,287,497,292,526,230,251,285,421
ENSG00000049192.14,ADAMTS6,protein_coding,1388,1982,1381,1386,4839,1804,5397,5072
ENSG00000049239.12,H6PD,protein_coding,1429,2328,1147,1571,515,468,738,609
ENSG00000049245.12,VAMP3,protein_coding,3499,4530,3395,3669,2955,2463,2559,3127
ENSG00000049246.14,PER3,protein_coding,68,121,83,88,89,82,115,129
