Ensembl ID	Gene symbol	Gene type	ST1	ST2	ST3	ST4	OS1	OS2	OS3	OS4
ENSG00000014164.6	ZC3H3	protein_coding	282	412	275	452	267	511	292	302
ENSG00000014216.15	CAPN1	protein_coding	6396	11025	7654	9746	6946	11382	6663	6978
ENSG00000014257.15	ACPP	protein_coding	9	5	6	2	4	1	4	3
ENSG00000014641.17	MDH1	protein_coding	1367	1903	1430	1663	1385	1526	1291	1352
ENSG00000014824.13	SLC30A9	protein_coding	1287	1853	1384	1714	1601	1842	1470	1515
ENSG00000014914.19	MTMR11	protein_coding	158	236	156	160	157	239	162	175
ENSG00000014919.12	COX15	protein_coding	742	1181	688	896	759	987	708	725
ENSG00000015133.18	CCDC88C	protein_coding	3457	5250	3850	4662	2621	4119	2497	2649
ENSG00000015153.14	YAF2	protein_coding	465	633	432	451	414	515	465	410
ENSG00000015171.18	ZMYND11	protein_coding	1344	2394	1753	2049	2186	2925	1565	1739
ENSG00000015285.10	WAS	protein_coding	16	16	11	14	2	33	4	11
ENSG00000015413.9	DPEP1	protein_coding	44	10	5	8	12	6	6	15
ENSG00000015475.18	BID	protein_coding	1743	2886	2182	2314	1948	2512	1791	1837
ENSG00000015479.17	MATR3	protein_coding	77	211	79	112	98	164	85	99
ENSG00000015520.14	NPC1L1	protein_coding	8	3	3	1	0	13	0	15
ENSG00000015532.9	XYLT2	protein_coding	617	967	599	663	658	1056	653	666
ENSG00000015568.12	RGPD5	protein_coding	653	1186	765	936	903	1179	692	873
ENSG00000015676.17	NUDCD3	protein_coding	1429	1960	1426	1471	1359	2037	1374	1342
ENSG00000016082.14	ISL1	protein_coding	19	26	18	8	9	10	14	10
ENSG00000016391.10	CHDH	protein_coding	15	10	2	7	4	20	4	6
ENSG00000016490.15	CLCA1	protein_coding	12	6	7	7	9	8	10	2
ENSG00000016602.9	CLCA4	protein_coding	30	64	60	46	53	60	42	47
ENSG00000016864.16	GLT8D1	protein_coding	1367	2239	1672	1909	1780	2557	1901	1867
ENSG00000017260.19	ATP2C1	protein_coding	4018	6114	4607	5585	4103	5427	3837	4459
ENSG00000017483.14	SLC38A5	protein_coding	657	852	757	811	519	750	578	648
ENSG00000017797.11	RALBP1	protein_coding	2136	3528	2177	3033	2284	3119	2319	2407
ENSG00000018189.12	RUFY3	protein_coding	421	559	507	580	404	464	292	464
ENSG00000018236.14	CNTN1	protein_coding	10	1	3	4	0	1	4	2
ENSG00000018280.16	SLC11A1	protein_coding	40	11	12	16	6	8	10	6
ENSG00000018408.14	WWTR1	protein_coding	14998	22463	18373	18871	15528	21695	14144	16133
ENSG00000018510.12	AGPS	protein_coding	1395	2323	1571	2113	1971	2020	1713	1884
ENSG00000018610.13	CXorf56	protein_coding	457	663	502	487	496	633	443	519
ENSG00000018625.14	ATP1A2	protein_coding	38	10	5	10	7	12	5	7
ENSG00000018699.11	TTC27	protein_coding	309	619	357	445	354	480	362	360
ENSG00000018869.16	ZNF582	protein_coding	94	147	58	78	65	109	30	94
ENSG00000019102.11	VSIG2	protein_coding	158	289	159	186	229	237	171	253
ENSG00000019144.16	PHLDB1	protein_coding	1342	2186	1633	1885	1847	2910	1307	1817
ENSG00000019186.9	CYP24A1	protein_coding	5	0	1	1	4	0	0	0
ENSG00000019485.12	PRDM11	protein_coding	154	233	170	163	168	250	222	215
ENSG00000019505.7	SYT13	protein_coding	8	5	4	10	2	17	4	2
ENSG00000019549.8	SNAI2	protein_coding	12	5	9	34	41	33	15	27
ENSG00000019582.14	CD74	protein_coding	21	10	28	32	27	40	20	13
ENSG00000019991.15	HGF	protein_coding	625	916	835	694	411	631	530	536
ENSG00000019995.6	ZRANB1	protein_coding	261	474	277	514	293	695	343	401
ENSG00000020129.15	NCDN	protein_coding	740	1222	927	1018	982	1232	817	841
ENSG00000020181.17	ADGRA2	protein_coding	674	920	702	846	680	1363	484	553
ENSG00000020256.19	ZFP64	protein_coding	519	712	559	596	506	817	487	509
ENSG00000020426.10	MNAT1	protein_coding	355	594	474	542	417	448	309	380
ENSG00000020577.13	SAMD4A	protein_coding	1376	2211	1509	1752	3244	4002	2886	3148
ENSG00000020633.18	RUNX3	protein_coding	25	21	22	20	20	24	24	22
ENSG00000020922.12	MRE11A	protein_coding	430	576	490	547	485	680	534	709
ENSG00000021300.13	PLEKHB1	protein_coding	25	13	2	7	13	12	8	32
ENSG00000021355.12	SERPINB1	protein_coding	1252	2056	1436	1614	1473	2310	1494	1566
ENSG00000021461.16	CYP3A43	protein_coding	4	5	0	1	4	2	3	2
ENSG00000021488.12	SLC7A9	protein_coding	21	1	0	0	1	0	5	10
ENSG00000021574.11	SPAST	protein_coding	464	665	577	527	530	582	430	561
ENSG00000021645.17	NRXN3	protein_coding	66	20	7	24	29	37	47	60
ENSG00000021762.19	OSBPL5	protein_coding	445	591	386	510	488	783	381	489
ENSG00000021776.10	AQR	protein_coding	1355	2508	1884	2251	1590	2595	1471	1732
ENSG00000021826.14	CPS1	protein_coding	164	308	162	237	113	240	145	154
ENSG00000021852.12	C8B	protein_coding	7	2	7	3	4	0	3	3
ENSG00000022267.16	FHL1	protein_coding	811	1110	926	1263	872	1074	737	803
ENSG00000022277.12	RTFDC1	protein_coding	1681	2342	1746	2327	1629	2296	1902	1745
ENSG00000022355.14	GABRA1	protein_coding	7	5	8	3	4	2	3	7
ENSG00000022556.15	NLRP2	protein_coding	462	667	583	555	454	579	589	504
ENSG00000022567.9	SLC45A4	protein_coding	136	171	115	160	144	150	102	83
ENSG00000022840.15	RNF10	protein_coding	8710	13507	9202	11294	8921	13223	8825	9380
ENSG00000022976.15	ZNF839	protein_coding	76	137	135	162	85	139	80	140
ENSG00000023041.11	ZDHHC6	protein_coding	1621	2731	1941	2000	1525	2539	1433	1911
ENSG00000023171.14	GRAMD1B	protein_coding	20	39	18	42	20	14	15	15
ENSG00000023191.16	RNH1	protein_coding	4443	6401	5029	4659	4569	6330	4714	4606
ENSG00000023228.13	NDUFS1	protein_coding	1774	3220	2294	2694	2263	2941	2073	2174
ENSG00000023287.12	RB1CC1	protein_coding	1649	2559	2060	2417	2269	2965	1855	2359
ENSG00000023318.7	ERP44	protein_coding	1406	2605	1713	2314	1970	2282	1508	1900
ENSG00000023330.14	ALAS1	protein_coding	3292	5055	3822	4651	3725	5811	3296	3807
ENSG00000023445.13	BIRC3	protein_coding	23	38	18	21	290	139	90	171
ENSG00000023516.8	AKAP11	protein_coding	2653	3913	2899	3400	2991	4522	2745	3176
ENSG00000023572.8	GLRX2	protein_coding	721	1087	685	754	821	753	814	838
ENSG00000023608.4	SNAPC1	protein_coding	321	522	365	392	513	702	347	487
ENSG00000023697.12	DERA	protein_coding	387	625	433	476	420	521	472	381
ENSG00000023734.10	STRAP	protein_coding	7648	11528	8680	8236	8101	9893	7829	8706
ENSG00000023839.10	ABCC2	protein_coding	40	37	44	29	33	56	29	22
ENSG00000023892.10	DEF6	protein_coding	7	0	2	2	0	5	4	9
ENSG00000023902.13	PLEKHO1	protein_coding	1643	2580	1635	2140	2656	2863	1951	2436
ENSG00000023909.9	GCLM	protein_coding	2904	4262	3408	3235	3661	5083	3482	3998
ENSG00000024048.10	UBR2	protein_coding	1052	1863	1169	1384	1184	1712	1153	1369
ENSG00000024422.11	EHD2	protein_coding	7813	13057	9564	13095	9426	16470	9569	9862
ENSG00000024526.16	DEPDC1	protein_coding	411	666	376	479	332	318	302	280
ENSG00000024862.16	CCDC28A	protein_coding	116	121	66	74	65	64	64	87
ENSG00000025039.14	RRAGD	protein_coding	15	12	10	34	14	14	9	7
ENSG00000025156.12	HSF2	protein_coding	279	493	295	408	317	340	290	362
ENSG00000025293.15	PHF20	protein_coding	1205	2016	1325	1780	1372	1876	1226	1500
ENSG00000025423.11	HSD17B6	protein_coding	21	4	9	0	4	0	2	5
ENSG00000025434.18	NR1H3	protein_coding	66	126	76	85	64	91	54	69
ENSG00000025708.12	TYMP	protein_coding	111	154	112	141	160	192	111	129
ENSG00000025770.18	NCAPH2	protein_coding	259	309	184	251	151	346	221	227
ENSG00000025772.7	TOMM34	protein_coding	1388	1997	1633	1466	1492	1772	1328	1453
ENSG00000025796.13	SEC63	protein_coding	2894	5182	3634	3739	3144	4165	3258	3160
ENSG00000025800.13	KPNA6	protein_coding	1545	2415	1662	2409	2092	3003	1790	2102
ENSG00000026025.13	VIM	protein_coding	340773	537383	398416	419597	390902	495897	407595	425144
ENSG00000026036.20	RTEL1-TNFRSF6B	protein_coding	19	28	21	10	10	34	16	20
ENSG00000026103.19	FAS	protein_coding	219	512	333	318	360	258	253	266
ENSG00000026297.15	RNASET2	protein_coding	185	237	155	158	134	193	166	113
ENSG00000026508.16	CD44	protein_coding	13892	23975	15292	17215	23959	34277	22943	24646
ENSG00000026559.13	KCNG1	protein_coding	133	177	138	156	211	371	202	294
ENSG00000026652.13	AGPAT4	protein_coding	400	516	486	493	599	869	520	616
ENSG00000026751.16	SLAMF7	protein_coding	2	5	6	3	7	7	4	5
ENSG00000026950.16	BTN3A1	protein_coding	106	204	174	157	118	147	137	155
ENSG00000027001.9	MIPEP	protein_coding	276	371	232	406	303	370	216	340
ENSG00000027075.13	PRKCH	protein_coding	5840	8944	6923	7297	6236	8902	6634	6567
ENSG00000027644.4	INSRR	protein_coding	20	7	7	5	6	14	5	5
ENSG00000027697.12	IFNGR1	protein_coding	2390	3400	2602	3666	2361	3221	2072	2327
ENSG00000027847.13	B4GALT7	protein_coding	380	675	422	543	423	633	388	439
ENSG00000027869.11	SH2D2A	protein_coding	17	10	8	8	13	36	16	10
ENSG00000028116.16	VRK2	protein_coding	1399	2227	1617	1660	1533	1997	1649	1801
ENSG00000028137.16	TNFRSF1B	protein_coding	699	999	824	955	455	871	506	577
ENSG00000028203.17	VEZT	protein_coding	2826	3877	2812	3023	2345	3213	2324	2557
ENSG00000028277.20	POU2F2	protein_coding	340	406	319	363	464	500	395	425
ENSG00000028310.17	BRD9	protein_coding	991	1473	1058	1334	1001	1450	967	1075
ENSG00000028528.14	SNX1	protein_coding	2126	3138	2321	2580	2094	2902	1889	2048
ENSG00000028839.9	TBPL1	protein_coding	662	1087	699	701	953	1201	854	773
ENSG00000029153.14	ARNTL2	protein_coding	1034	1702	1149	1487	1028	1263	954	1139
ENSG00000029363.15	BCLAF1	protein_coding	3831	5823	4105	4723	3518	4818	3522	3888
ENSG00000029364.11	SLC39A9	protein_coding	1655	2508	1823	2307	1805	2760	1647	1864
ENSG00000029534.19	ANK1	protein_coding	50	35	41	34	35	42	12	27
ENSG00000029559.6	IBSP	protein_coding	5	0	0	0	0	0	6	0
ENSG00000029639.10	TFB1M	protein_coding	157	269	158	225	85	186	145	168
ENSG00000029725.16	RABEP1	protein_coding	2647	4081	2977	3434	2595	3311	2524	2686
ENSG00000029993.14	HMGB3	protein_coding	1021	1459	1184	1213	1026	1183	889	760
ENSG00000030066.13	NUP160	protein_coding	1039	1591	1104	1167	1079	1343	1010	1213
ENSG00000030110.12	BAK1	protein_coding	645	746	691	627	777	1026	686	649
ENSG00000030419.16	IKZF2	protein_coding	34	11	35	21	15	39	20	14
ENSG00000030582.16	GRN	protein_coding	12533	19655	15008	17896	14561	21476	12767	13996
ENSG00000031003.10	FAM13B	protein_coding	844	1507	977	1082	919	1331	997	1101
ENSG00000031081.10	ARHGAP31	protein_coding	4725	7980	5653	7401	4934	8792	4726	5861
ENSG00000031691.6	CENPQ	protein_coding	127	202	108	156	150	147	119	150
ENSG00000031698.12	SARS	protein_coding	3241	4886	3709	3839	4676	6593	4530	4953
ENSG00000031823.14	RANBP3	protein_coding	667	1157	967	1109	943	1239	785	870
ENSG00000032219.18	ARID4A	protein_coding	949	1830	1233	1310	1010	1374	990	1032
ENSG00000032389.12	TSSC1	protein_coding	779	1300	934	1055	797	1156	803	807
ENSG00000032444.15	PNPLA6	protein_coding	1661	2585	2075	2385	1683	2842	1632	1857
ENSG00000032742.17	IFT88	protein_coding	465	831	652	683	521	554	427	591
ENSG00000033011.11	ALG1	protein_coding	42	74	70	83	83	185	69	83
ENSG00000033030.13	ZCCHC8	protein_coding	303	400	360	284	390	556	401	455
ENSG00000033050.7	ABCF2	protein_coding	2248	3499	2384	2846	2520	3751	2604	2606
ENSG00000033100.14	CHPF2	protein_coding	1450	2373	1702	1988	1775	2968	1423	1734
ENSG00000033122.18	LRRC7	protein_coding	93	112	88	93	84	73	72	86
ENSG00000033170.16	FUT8	protein_coding	929	1540	1190	1381	842	1305	738	886
ENSG00000033178.12	UBA6	protein_coding	2768	4549	3406	4248	3473	4246	2945	3626
ENSG00000033327.12	GAB2	protein_coding	1821	2864	2223	2414	1810	2609	1641	1824
ENSG00000033627.14	ATP6V0A1	protein_coding	2072	2980	2194	2119	2450	3017	2047	2269
ENSG00000033800.13	PIAS1	protein_coding	719	1188	727	939	735	1086	745	713
ENSG00000033867.16	SLC4A7	protein_coding	3657	5690	4189	4548	3804	4371	2775	3477
ENSG00000034053.14	APBA2	protein_coding	213	266	214	320	296	413	179	233
ENSG00000034152.18	MAP2K3	protein_coding	1249	1941	1390	1552	1580	2062	1442	1615
ENSG00000034510.5	TMSB10	protein_coding	84548	119610	96874	93955	84628	94827	85244	82253
ENSG00000034533.11	ASTE1	protein_coding	62	169	82	125	135	119	114	87
ENSG00000034677.11	RNF19A	protein_coding	5119	8030	5931	6885	4988	5290	3929	4641
ENSG00000034693.14	PEX3	protein_coding	380	460	385	393	349	507	332	424
ENSG00000034713.7	GABARAPL2	protein_coding	4848	7192	5944	5938	5061	5840	5075	5370
ENSG00000035115.21	SH3YL1	protein_coding	358	586	342	459	343	528	320	406
ENSG00000035141.7	FAM136A	protein_coding	1438	2220	1521	1530	1416	1790	1486	1423
ENSG00000035403.16	VCL	protein_coding	5996	10579	7210	9332	7515	12121	8306	9219
ENSG00000035499.12	DEPDC1B	protein_coding	255	402	252	226	182	190	157	161
ENSG00000035664.11	DAPK2	protein_coding	197	237	178	284	103	128	109	125
ENSG00000035681.7	NSMAF	protein_coding	745	1304	957	1080	842	1430	935	888
ENSG00000035687.9	ADSS	protein_coding	2486	3907	3068	3017	3507	3728	2643	3186
ENSG00000035720.7	STAP1	protein_coding	10	4	7	2	3	4	5	11
ENSG00000035862.12	TIMP2	protein_coding	8519	12778	10277	12329	8039	11997	7604	8467
ENSG00000035928.14	RFC1	protein_coding	1453	2493	1781	2345	1686	2380	1682	1827
ENSG00000036054.12	TBC1D23	protein_coding	2086	3120	2396	2417	2221	2637	2174	2312
ENSG00000036257.12	CUL3	protein_coding	2869	5038	3741	4242	3082	4738	2913	3364
ENSG00000036448.9	MYOM2	protein_coding	5	12	16	14	1	15	2	3
ENSG00000036530.8	CYP46A1	protein_coding	28	23	10	17	3	25	14	14
ENSG00000036549.12	ZZZ3	protein_coding	1754	3030	1986	2700	2347	3182	2261	2247
ENSG00000036672.15	USP2	protein_coding	13	14	19	16	10	27	8	18
ENSG00000036828.13	CASR	protein_coding	32	16	19	19	9	12	8	14
ENSG00000037042.8	TUBG2	protein_coding	410	564	462	571	381	803	399	496
ENSG00000037241.7	RPL26L1	protein_coding	328	542	484	443	432	540	409	459
ENSG00000037280.15	FLT4	protein_coding	961	1911	1328	1768	988	1580	812	1053
ENSG00000037474.14	NSUN2	protein_coding	998	1723	1242	1392	1320	1711	1185	1352
ENSG00000037637.10	FBXO42	protein_coding	520	838	712	764	581	772	575	657
ENSG00000037749.11	MFAP3	protein_coding	538	833	655	784	650	793	577	628
ENSG00000037757.13	MRI1	protein_coding	687	891	771	753	488	776	476	589
ENSG00000037897.16	METTL1	protein_coding	324	586	304	358	370	483	377	342
ENSG00000037965.5	HOXC8	protein_coding	16	29	17	16	12	11	14	15
ENSG00000038002.8	AGA	protein_coding	626	1030	685	747	668	699	698	590
ENSG00000038210.12	PI4K2B	protein_coding	318	460	429	352	393	384	356	465
ENSG00000038219.12	BOD1L1	protein_coding	2661	4549	3505	3464	2759	4618	2500	2923
ENSG00000038274.16	MAT2B	protein_coding	1670	2495	1975	2023	1800	2149	1753	2053
ENSG00000038295.7	TLL1	protein_coding	24	44	41	56	32	94	33	72
ENSG00000038358.14	EDC4	protein_coding	535	739	514	871	518	1160	571	806
ENSG00000038382.17	TRIO	protein_coding	5011	8457	5905	7296	7255	10507	6357	7248
ENSG00000038427.15	VCAN	protein_coding	51	30	56	32	49	116	24	46
ENSG00000038532.14	CLEC16A	protein_coding	596	879	616	997	652	1131	578	757
ENSG00000038945.14	MSR1	protein_coding	126	240	144	184	114	178	113	124
ENSG00000039068.18	CDH1	protein_coding	23	22	10	22	11	21	24	17
ENSG00000039123.15	SKIV2L2	protein_coding	1375	2300	1735	1828	1682	2111	1550	1923
ENSG00000039139.9	DNAH5	protein_coding	71	102	57	85	112	165	79	156
ENSG00000039319.16	ZFYVE16	protein_coding	1241	1901	1501	1865	1257	1955	1204	1443
ENSG00000039523.17	FAM65A	protein_coding	6073	9521	7181	8551	7100	14193	6552	7073
ENSG00000039537.13	C6	protein_coding	3	1	4	0	2	2	4	1
ENSG00000039560.13	RAI14	protein_coding	10771	16874	12709	13994	14648	19410	11107	13770
ENSG00000039600.10	SOX30	protein_coding	15	14	15	9	20	40	25	14
ENSG00000039650.9	PNKP	protein_coding	174	342	269	252	255	306	221	297
ENSG00000040199.18	PHLPP2	protein_coding	451	701	509	576	519	798	460	518
ENSG00000040275.16	SPDL1	protein_coding	503	841	538	466	562	549	492	562
ENSG00000040341.17	STAU2	protein_coding	1173	1531	1218	1385	1052	1204	939	1077
ENSG00000040487.12	PQLC2	protein_coding	121	188	206	290	181	301	173	176
ENSG00000040531.14	CTNS	protein_coding	362	763	592	681	559	949	600	687
ENSG00000040608.13	RTN4R	protein_coding	12	4	0	7	7	6	0	5
ENSG00000040633.12	PHF23	protein_coding	614	981	601	771	818	937	586	796
ENSG00000040731.10	CDH10	protein_coding	14	14	17	14	13	20	15	10
ENSG00000040933.15	INPP4A	protein_coding	610	1000	636	958	758	1256	747	773
ENSG00000041353.9	RAB27B	protein_coding	4	8	3	0	3	3	0	2
ENSG00000041357.15	PSMA4	protein_coding	5029	7224	5471	5525	4654	5532	5018	4808
ENSG00000041515.15	MYO16	protein_coding	20	1	15	8	1	8	4	9
ENSG00000041802.10	LSG1	protein_coding	2016	3383	2372	2539	2130	2869	2100	2199
ENSG00000041880.14	PARP3	protein_coding	161	242	133	176	76	178	111	109
ENSG00000041982.14	TNC	protein_coding	30	8	5	2	6	5	7	6
ENSG00000041988.15	THAP3	protein_coding	106	204	165	137	140	216	108	155
ENSG00000042062.11	FAM65C	protein_coding	15	23	7	10	18	29	7	10
ENSG00000042088.13	TDP1	protein_coding	530	728	651	844	486	732	596	543
ENSG00000042286.14	AIFM2	protein_coding	167	271	211	200	158	253	168	176
ENSG00000042317.16	SPATA7	protein_coding	155	202	209	254	200	191	130	172
ENSG00000042429.10	MED17	protein_coding	557	1107	765	912	805	1069	687	922
ENSG00000042445.13	RETSAT	protein_coding	476	738	566	605	661	648	448	590
ENSG00000042493.15	CAPG	protein_coding	616	957	592	747	679	1137	723	749
ENSG00000042753.11	AP2S1	protein_coding	6524	9045	7239	6891	5854	7257	6415	5897
ENSG00000042781.12	USH2A	protein_coding	93	59	70	75	53	38	53	64
ENSG00000042813.7	ZPBP	protein_coding	0	1	0	2	3	0	2	0
ENSG00000042832.11	TG	protein_coding	20	6	8	11	13	4	6	11
ENSG00000042980.12	ADAM28	protein_coding	11	8	4	5	8	5	10	3
ENSG00000043039.6	BARX2	protein_coding	9	6	6	3	4	3	1	5
ENSG00000043093.13	DCUN1D1	protein_coding	1309	2186	1489	1503	1417	1820	1237	1602
ENSG00000043143.20	JADE2	protein_coding	434	843	520	775	731	1418	894	817
ENSG00000043355.10	ZIC2	protein_coding	6	0	2	2	3	1	1	3
ENSG00000043462.11	LCP2	protein_coding	14	9	19	11	11	16	8	7
ENSG00000043514.15	TRIT1	protein_coding	317	445	294	414	275	514	318	384
ENSG00000043591.5	ADRB1	protein_coding	26	17	21	6	22	40	23	28
ENSG00000044090.8	CUL7	protein_coding	536	1015	710	900	694	1050	479	671
ENSG00000044115.20	CTNNA1	protein_coding	13507	21503	16528	19380	16337	22093	15599	16729
ENSG00000044446.11	PHKA2	protein_coding	298	362	241	351	166	383	212	135
ENSG00000044459.14	CNTLN	protein_coding	393	621	370	509	432	494	322	417
ENSG00000044574.7	HSPA5	protein_coding	11831	18096	14723	15911	14115	16982	12929	13408
ENSG00000046604.12	DSG2	protein_coding	14	4	8	0	1	1	3	3
ENSG00000046647.13	GEMIN8	protein_coding	365	670	516	563	361	571	377	392
ENSG00000046651.14	OFD1	protein_coding	311	587	290	438	258	393	296	341
ENSG00000046653.14	GPM6B	protein_coding	23	12	12	31	3	20	10	32
ENSG00000046889.18	PREX2	protein_coding	3588	5644	4294	5691	3526	4925	3375	3786
ENSG00000047056.14	WDR37	protein_coding	595	1165	673	1063	954	1364	839	914
ENSG00000047188.15	YTHDC2	protein_coding	1025	1346	919	1330	1000	1335	792	938
ENSG00000047230.14	CTPS2	protein_coding	299	535	403	480	321	444	359	408
ENSG00000047249.16	ATP6V1H	protein_coding	1303	1908	1495	1521	1271	1496	1326	1498
ENSG00000047315.14	POLR2B	protein_coding	3303	5163	3447	4510	3540	4868	3547	3599
ENSG00000047346.12	FAM214A	protein_coding	1397	1900	1595	1776	1166	1709	1247	1267
ENSG00000047365.11	ARAP2	protein_coding	3	4	14	5	4	23	5	9
ENSG00000047410.13	TPR	protein_coding	4255	7346	4909	5906	4473	6648	4504	4767
ENSG00000047457.13	CP	protein_coding	37	43	30	41	29	20	22	26
ENSG00000047578.12	KIAA0556	protein_coding	498	936	574	676	602	1088	526	679
ENSG00000047579.19	DTNBP1	protein_coding	682	1146	737	760	625	803	595	696
ENSG00000047617.14	ANO2	protein_coding	103	166	95	140	163	134	47	120
ENSG00000047621.11	C12orf4	protein_coding	365	536	437	481	428	503	367	395
ENSG00000047634.14	SCML1	protein_coding	634	940	619	688	629	764	492	664
ENSG00000047644.17	WWC3	protein_coding	901	1483	1089	1530	1582	2201	1256	1476
ENSG00000047648.21	ARHGAP6	protein_coding	132	137	138	114	84	159	137	95
ENSG00000047662.4	FAM184B	protein_coding	2	4	3	8	4	5	5	11
ENSG00000047849.21	MAP4	protein_coding	9968	18096	12416	14770	12778	18931	11621	13080
ENSG00000047932.13	GOPC	protein_coding	773	1164	947	1037	952	1165	837	935
ENSG00000048028.11	USP28	protein_coding	510	839	601	750	489	749	401	621
ENSG00000048052.21	HDAC9	protein_coding	296	510	308	417	732	553	523	647
ENSG00000048140.17	TSPAN17	protein_coding	1283	1620	1198	1579	1184	1834	1170	1302
ENSG00000048162.19	NOP16	protein_coding	438	755	540	474	545	634	497	584
ENSG00000048342.15	CC2D2A	protein_coding	435	738	540	575	467	664	457	487
ENSG00000048392.11	RRM2B	protein_coding	2163	3152	2442	2706	2309	2935	2013	2436
ENSG00000048405.9	ZNF800	protein_coding	767	1010	798	1027	892	1186	820	976
ENSG00000048462.10	TNFRSF17	protein_coding	2	0	0	6	0	1	0	4
ENSG00000048471.13	SNX29	protein_coding	210	381	294	258	330	583	233	279
ENSG00000048540.14	LMO3	protein_coding	30	27	14	12	13	25	8	17
ENSG00000048544.5	MRPS10	protein_coding	1061	1699	1173	1073	1024	1151	1019	1054
ENSG00000048545.13	GUCA1A	protein_coding	7	2	0	0	8	0	0	0
ENSG00000048649.13	RSF1	protein_coding	1875	3545	2464	2561	2163	3209	1957	2265
ENSG00000048707.13	VPS13D	protein_coding	1083	2050	1545	1755	1263	2351	1224	1429
ENSG00000048740.17	CELF2	protein_coding	953	1645	1088	1409	1917	2456	1640	1752
ENSG00000048828.16	FAM120A	protein_coding	3340	5451	3904	4784	4405	5823	4031	4277
ENSG00000048991.16	R3HDM1	protein_coding	2422	3902	2585	3140	2432	3386	2299	2409
ENSG00000049089.13	COL9A2	protein_coding	39	34	28	34	34	27	30	32
ENSG00000049130.13	KITLG	protein_coding	2155	3058	2300	2408	3686	2889	2261	3071
ENSG00000049167.13	ERCC8	protein_coding	412	587	290	354	287	497	292	526
ENSG00000049192.14	ADAMTS6	protein_coding	1168	2078	1390	1694	1388	1982	1381	1386
ENSG00000049239.12	H6PD	protein_coding	1255	1911	1392	1868	1429	2328	1147	1571
ENSG00000049245.12	VAMP3	protein_coding	3096	4711	3576	4168	3499	4530	3395	3669
